recruit_id;main_recruit_title;main_income;main_need_career;main_view_count;main_response;class
102634;사업개발 팀장;;경력;조회11;;bussiness
100362;시니어 헬스케어 산업을 함께 만들고 같이 성장 할 영업 Sales Junior를 채용합니다.;;신입, 경력;조회331;;bussiness
89310;[공간 예약 플랫폼 멤버 모집] 사업기획팀 - 비즈니스 (sales);;신입, 경력;조회1,608;;bussiness
98346;Sales Assistant/Operation;;경력;조회487;;bussiness
102369;Data Operation Manager;;경력;조회32;;bussiness
102621;Account Executive;;경력;조회5;;bussiness
97149;[다노] 마이다노서비스 사업기획/운영 매니저 경력자(채용시마감);;경력;조회702;;bussiness
95095;[다노]사업전략 매니저(경력우대);;신입, 경력;조회1,083;;bussiness
102618;[다노]온라인커머스운영(기획/리서치) 인턴;;인턴;조회9;;bussiness
93305;해외 영업 및 파트너 관리;;경력;조회1,101;;bussiness
93309;해외 영업 및 파트너 관리 (이탈리아);;경력;조회1,071;;bussiness
100211;명품 국내 B2B 영업 MD;;경력;조회238;;bussiness
96209;그로스 매니저;;신입;조회1,071;;bussiness
99843;인재 소싱 인턴 (전환형);;인턴;조회514;;bussiness
99836;테크 리크루터;;경력;조회335;;bussiness
96208;그로스 매니저 인턴 (전환형);;인턴;조회1,096;;bussiness
94220;서비스 오퍼레이터;최소 3,600만원 ; 신입, 경력;조회1,196;;bussiness
94219;세일즈 리드;최소 4,000만원 ; 경력;조회1,096;;bussiness
79851;세일즈 매니저;최소 3,600만원 ; 신입, 경력;조회10,093;;bussiness
93041;사업 개발 매니저 (BDM);최소 3,600만원 ; 경력;조회1,398;;bussiness
102552;알고리즘 콘텐츠 개발 (채용전환형 인턴);;신입;조회12;;bussiness
102581;[방구석연구소] 콘텐츠 리드 매니저(광고제휴);;경력;조회6;;bussiness
102110;[채널톡] 세일즈팀 오픈 포지션;;경력;조회50;;bussiness
102544;[채널톡] 인바운드 세일즈 인턴 (정규직 전환형);;인턴, 신입;조회22;;bussiness
102086;[알고랩] 성장하는 물류IT 스타트업 B2B Sales Manager 채용(신입/경력);3,000 - 5,000만원 ; 최소 0.25% ;조회139;;bussiness
92544;뷰티 / 패션 DATA ANALYST;4,000 - 8,000만원 ; 신입, 경력;조회1,193;;bussiness
102473;[언리미트] 오프라인 리테일 세일즈(MD);;경력;조회19;;bussiness
101626;[Tridge] International Deal Manager (경력 1~5년 이상);;경력;조회124;;bussiness
100411;[Tridge] International Trade Interviewer (경력);;경력;조회300;;bussiness
100995;[Tridge] Domestic Sales Manager (경력 1~5년);3,000 - 4,999만원 ; 경력;조회180;;bussiness
101831;[Tridge] Global Market Development (경력 1~5년);;경력;조회104;;bussiness
101945;[Tridge] Research Assistant (인턴);;인턴;조회128;;bussiness
100986;[Youpick] Food Importer (경력 1~5년);;경력;조회192;;bussiness
97948;[맨투맨] 이커머스 MD 모집;;인턴, 신입, 경력;조회598;;bussiness
102415;이커머스 MD;3,200 - 4,000만원 ; 경력;조회27;;bussiness
94099;사업개발팀장;;경력;조회958;;bussiness
95652;세움경제뉴스 블라인드 채용;17.0% - 30.0% ; 인턴, 신입, 경력;조회2,204;;bussiness
102325;글로벌 특허검색서비스 B to B  영업 담당자를 모십니다.;2,800 - 5,000만원 ; 신입, 경력;조회26;;bussiness
94354;시니어 수학 콘텐츠 스페셜리스트 Senior Math Contents Specialist;;경력;조회932;;bussiness
94262;수학 콘텐츠 스페셜리스트 Math Contents Specialist (신입);;신입, 경력;조회1,306;;bussiness
58082;[숨고] Business Development Specialist;;경력;조회2,061;;bussiness
57403;[숨고] Business Data Analyst;;경력;조회6,066;;bussiness
99918;전략기획 실장;;경력;조회365;;bussiness
102265;세일즈 매니저/세일즈 디렉터;;경력;조회43;;bussiness
100893;Sales Engineer (Global);;경력;조회175;;bussiness
98896;성장전략팀 Manager;;경력;조회462;;bussiness
100894;Business Development Manager (Global);;경력;조회189;;bussiness
102217;"(채용시 마감) 원격진료 서비스""DoctorHere""를  알릴 Sales Manager를 찾습니다.";최소 3,300만원 ; 경력;조회36;;bussiness
102207;Sales Manager 채용 (신입/경력) (~8월 1일);;인턴, 신입, 경력;조회62;;bussiness
100514;Commercial Account Executive - Seoul;5,000 - 10,000만원 ; 경력;조회310;;bussiness
102133;Sales Development Representative - Seoul;40 - 70만원 ; 신입, 경력;조회77;;bussiness
102185;Enterprise Sales Executive - Seoul;7,000 - 14,997만원 ; 경력;조회47;;bussiness
102171;Enterprise Sales Engineer - Seoul;;경력;조회47;;bussiness
102007;[이큐브랩] 해외 영업 인재 모십니다 (신입/경력);4,000 - 4,500만원 ; 신입, 경력;조회106;;bussiness
97865;[집토스] 소속 공인중개사 / 중개보조원 대규모 채용 (서울 전 지역, 수원);;인턴;조회1,437;;bussiness
102035;[디노스튜디오] 플랫폼 / 마케팅 영업사원 모집;2,500 - 5,000만원 ; 신입, 경력;조회80;;bussiness
90400;CS / 영업 관리;2,400 - 2,600만원 ; 신입, 경력;조회375;;bussiness
89454;Business Development Manager;;인턴, 신입, 경력;조회2,744;;bussiness
95248;[주니어] 사업개발(B2B) 매니저;;신입, 경력;조회955;;bussiness
101942;사업기획/전략기획/operating;;인턴, 신입, 경력;조회129;;bussiness
89621;Data Engineer(산업기능요원/전문연구요원 복무 가능);;경력;조회2,168;;bussiness
89650;Recruiter;;경력;조회1,803;;bussiness
101897;[경력] 글로벌 B2B 뷰티 플랫폼 (UMMA) MD 모집;;경력;조회104;;bussiness
91527;정보보안 및 개인정보보호 컨설턴트;;인턴, 신입;조회1,434;;bussiness
101885;전략지원매니저;;경력;조회104;;bussiness
101877;국내 ITS 영업 및 정부과제 관리;;경력;조회94;;bussiness
101875;얼굴인식 솔루션 영업;;경력;조회83;;bussiness
93450;[헤딩/콜리] 라이선스 MD;;경력;조회1,120;;bussiness
93451;[헤딩/콜리] 세일즈 MD;;경력;조회1,151;;bussiness
101845;[헤딩/Top컨설팅사] 금융권 ISP 및 클라우드 컨설팅;;경력;조회81;;bussiness
93454;[헤딩/콜리] 전략 비즈뎁;;경력;조회1,134;;bussiness
101757;[ 에너지 & IT ] 사업개발 (BD);;신입, 경력;조회118;;bussiness
95485;[홈쇼핑모아] 비즈니스 / 광고매니저;;경력;조회824;;bussiness
98074;[홈쇼핑모아] 식품 MD;;경력;조회692;;bussiness
98980;신한 Future's Lab 사무국운영 담당자 모집(글로벌 프로그램);;경력;조회513;;bussiness
93709;글로벌 사업개발팀 매니저;;경력;조회1,099;;bussiness
95588;세일즈 컨설팅팀 리드;5,000 - 7,000만원 ; 경력;조회973;;bussiness
100468;세일즈 컨설팅팀 매니저(미팅);;경력;조회237;;bussiness
96524;Business Analyst (Lead);6,000 - 8,000만원 ; 경력;조회697;;bussiness
93822;B2B 영업 담당자;;경력;조회2,194;;bussiness
101557;사업추진실 경력직;;경력;조회117;;bussiness
101558;사업추진실 신입직;;신입;조회119;;bussiness
96501;[더기프팅컴퍼니] 커뮤니티 매니저 채용 (경력 5년↓);;경력;조회861;;bussiness
101469;[본사] (주)잇올그룹 가맹영업팀 팀장 채용 (경력);;경력;조회120;;bussiness
101421;신규 사업기획 및 개발;;경력;조회143;;bussiness
89355;클라우드 게임 & 영상 부분  SALES 채용;;경력;조회1,056;;bussiness
95346;[IoT platform] byb 서비스 기획 - 파트너십 매니저;;신입, 경력;조회1,482;;bussiness
101274;사업전략;;경력;조회171;;bussiness
89288;[백패커/아이디어스] 사업전략 및 기획;;경력;조회1,700;;bussiness
95141;[백패커/아이디어스] PO(Product Owner);;경력;조회987;;bussiness
101104;IT 전문 영업 인재를 모십니다.;;경력;조회163;;bussiness
96274;초중고 코딩교육 사업개발 (K-12 Education BD);4,000 - 8,000만원 ; 경력;조회1,416;;bussiness
100400;엔터프라이즈 영업 (B2B Account Manager);3,000 - 7,000만원 ; 경력;조회273;;bussiness
100397;정부사업팀 팀장 (Leader, Government Programs Team);4,000 - 8,000만원 ; 경력;조회276;;bussiness
98422;[플랫비] 2021년 Lean Team - B2B 사업개발/영업;;경력;조회534;;bussiness
101004;[신한금융그룹] 스타트업 온라인 플랫폼(이노톡) 사업개발 담당자 채용안내;;경력;조회159;;bussiness
90203;[스튜디오 위피] AD(조연출) 담당해주실 분을 모십니다.;;경력;조회1,216;;bussiness
99596;[엔라이즈] 데이터 분석 (신입);;신입, 경력;조회704;;bussiness
100924;해외 사업 개발 Business Development 매니저 [정규직/경력직];;경력;조회190;;bussiness
100913;CS (고객지원)팀 정직원 모집;;신입, 경력;조회212;;bussiness
100905;사업 기획자&콘텐츠 마케터;;인턴, 신입, 경력;조회189;;bussiness
100899;상품 & 유통 조직 총괄 관리자;;경력;조회174;;bussiness
100885;리서치 애널리스트, 전략컨설팅 연구원;;신입;조회262;;bussiness
100827;공시 담당자 채용 (경력 3년 미만);;경력;조회257;;bussiness
92937;[씨유박스] 해외영업 담당자 채용;;경력;조회1,157;;bussiness
92941;[씨유박스] 해외사업/전략 기획 담당자 채용 (경력자);;경력;조회1,115;;bussiness
100513;사업기획 / 서비스기획;;경력;조회307;;bussiness
100726;아날로그플러스에서 같이 할 물류/구매 인력을 찾습니다.;;신입, 경력;조회189;;bussiness
97346;제조 서비스 사업개발 (B2B BD);3,000 - 5,000만원 ; 최대 2.0% ;조회869;;bussiness
100638;[디비디비] 커머스 플랫폼 MD;;경력;조회238;;bussiness
95602;데이터 분석가 (Data Analyst) 채용 (경력);;경력;조회824;;bussiness
100614;인터뷰기획;2.0% - 10.0% ; 인턴, 신입;조회263;;bussiness
84078;여행 신규사업 매니저 채용 (경력직);;경력;조회6,018;;bussiness
100559;해외 사업 개발 전문가;;경력;조회199;;bussiness
87283;사업개발 담당자;;신입, 경력;조회2,135;;bussiness
87277;B2B 영업 담당자;;신입, 경력;조회2,093;;bussiness
100536;부동산 중개;4,000 - 5,000만원 ; 경력;조회268;;bussiness
98260;(주)한국핀테크서비스 영업/기획 MD 채용;;신입, 경력;조회529;;bussiness
39513;영업 및 파트너십 담당;2,400 - 3,600만원 ; 인턴, 신입, 경력;조회9,139;;bussiness
100445;B2B 광고영업 매니저;;인턴, 신입, 경력;조회261;;bussiness
97816;빌드블록 2021년 채용연계형 인턴 (부동산 관리);;인턴, 신입, 경력;조회627;;bussiness
97817;빌드블록 2021년 채용연계형 인턴 (마케팅);;인턴, 신입, 경력;조회541;;bussiness
100401;페리 파이낸스 - 전략/기획자를 모집합니다!;3,000 - 5,000만원 ; 경력;조회251;;bussiness
96712;고객 경험(CX) 전략 매니저;최소 3,300만원 ; 경력;조회750;;bussiness
97508;디지털 혁신 및 변화관리 컨설턴트 채용 (경력);;경력;조회658;;bussiness
87950;인플루언서 플랫폼 광고영업 Specialist;최소 3,700만원 ; 경력;조회1,323;;bussiness
98869;서비스운영 매니저;3,000 - 8,000만원 ; 신입, 경력;조회556;;bussiness
89935;[글로벌외국계/고고밴코리아] Sales Operation Staff 모집;;신입, 경력;조회966;;bussiness
77452;반려동물 앱서비스 스타트업 제휴영업 팀원 채용;2,800 - 5,000만원 ; 최대 2.0% ;조회5,625;;bussiness
85890;B2B 사업개발 및 기술영업/솔루션영업 멤버 채용 (신입/경력);2,600 - 4,000만원 ; 0.5% - 5.0% ;조회3,158;;bussiness
96703;고객 경험(CX) 전략 매니저;최소 3,300만원 ; 경력;조회958;;bussiness
95605;[소셜클럽(Social Club)] 영업팀 인플루언서 매니저;;경력;조회941;;bussiness
95606;[소셜클럽(Social Club)] 영업팀 헬스(건강식품)/뷰티/리빙 MD;;경력;조회1,026;;bussiness
97415;Growth & Insight Manager;;경력;조회611;;bussiness
99002;SCM Manager;;경력;조회472;;bussiness
100055;Market Intelligence Intern;;인턴;조회478;;bussiness
66049;[서비스기획] DX(Digital Transformation)를 이끄는 서비스 기획자;4,500 - 10,000만원 ; 0.5% - 3.0% ;조회2,990;;bussiness
99842;기술 영업;3,000 - 7,000만원 ; 신입, 경력;조회334;;bussiness
99029;Freelance Kr/Eng Webtoon Translator;;인턴, 신입, 경력;조회461;;bussiness
92062;학원정보플랫폼 강남엄마 영업 매니저(인턴/신입 가능);2,400 - 4,000만원 ; 인턴, 신입, 경력;조회1,388;;bussiness
32415;AKA 매니지먼트/전략팀 인턴(혹은 정직원);연봉 미기재 ; 인턴, 신입, 경력;조회2,784;;bussiness
98998;B2B 소프트웨어 세일즈 매니저 (2-3년 경력자);;경력;조회414;;bussiness
37613;AKA 사업전략팀 Assistant Project Manager(3개월 인턴쉽 이후 정규직 전환직);연봉 미기재 ; 인턴, 신입;조회3,509;;bussiness
99597;CMC사업부 생화학분석;;경력;조회206;;bussiness
99532;Business Development 담당자;;인턴, 신입, 경력;조회418;;bussiness
93995;영업;;인턴, 신입, 경력;조회1,205;;bussiness
90394;전략기획 매니저;;경력;조회1,846;;bussiness
84374;렌탈 영업;;경력;조회2,437;;bussiness
99317;HR Consultnat (헤드헌터);;경력;조회356;;bussiness
97849;[포티투마루] 인공지능(AI) 사업 및 신규서비스 개발;;신입, 경력;조회580;;bussiness
94474;[포티투마루] B2B사업개발/기술영업(신입/경력);;신입, 경력;조회1,048;;bussiness
94470;[포티투마루] [영업] 챗봇솔루션 세일즈영업(신입/경력);;신입, 경력;조회918;;bussiness
94473;[포티투마루] B2G사업개발/기술영업(신입/경력);;신입, 경력;조회912;;bussiness
94471;[포티투마루] B2B/B2G 금융연계 인공지능 사업기획전략(경력);;경력;조회909;;bussiness
80923;영업 담당 채용;4,000 - 8,000만원 ; 0.1% - 1.0% ;조회625;;bussiness
99181;영업 / 마케팅;;신입, 경력;조회429;;bussiness
99147;상품 매니징 인턴 (영어권);;인턴, 신입;조회647;;bussiness
93403;역직구 신사업 리드 (Product Owner);;경력;조회1,019;;bussiness
92034;[경력] Business Development Manager 채용 공고;4,000 - 8,000만원 ; 경력;조회2,200;;bussiness
98886;Sales Manager 경력직 모집 (5년 이상);;경력;조회392;;bussiness
76434;B2B영업 담당자;;신입, 경력;조회3,737;;bussiness
98802;[신규 사업] 명품 커머스 사업개발 및 운영 매니저 채용;최소 3,200만원 ; 신입, 경력;조회491;;bussiness
98801;[글로벌 1백20만 다운로드 소셜 서비스 둥글] 사업기획/사업개발 매니저 (경력 우대) 채용;최소 3,500만원 ; 신입, 경력;조회423;;bussiness
92302;사업운영관리  담당자 채용;;신입, 경력;조회1,207;;bussiness
89619;[딜리버리랩] 오더히어로 영업 매니저 채용;2,500 - 4,000만원 ; 0.5% - 1.0% ;조회818;;bussiness
94173;[이지케어텍] CM팀 약사 채용;;경력;조회947;;bussiness
98472;[이지케어텍] 사업1팀 국내영업 경력직 모집;;경력;조회447;;bussiness
76220;HR SaaS 세일즈 담당자;3,500 - 5,001만원 ; 1.0% - 0.1% ;조회2,556;;bussiness
95445;[스타트업 초기멤버] 국내외 영업 및 서비스 기획;1.0% - 3.0% ; 경력;조회941;;bussiness
82198;[플레이키보드] 콘텐츠 커넥터를 모십니다 ꒰◍ˊ◡ˋ꒱;최소 3,200만원 ; 신입, 경력;조회2,771;;bussiness
97506;서비스기획(UI/UX), 마케팅, 개발(Vue.js, iOS, Flutter, Andriod);4,000 - 8,000만원 ; 0.3% - 1.0% ;조회648;;bussiness
97661;[주식회사 라이프시맨틱스] 전략 담당자(Strategy Manager) 모집;;신입, 경력;조회620;;bussiness
97664;[주식회사 라이프시맨틱스] 사업개발 담당자(Business Development Manager) 모집;;신입, 경력;조회606;;bussiness
97359;사업 개발 담당자;;신입, 경력;조회579;;bussiness
94616;Business Developer (AI 학습용 데이터 사업 영업);;경력;조회855;;bussiness
94615;Business Operator (AI 학습용 데이터 사업 운영);;신입, 경력;조회1,308;;bussiness
94623;Business Developer(B2B Sales);;경력;조회818;;bussiness
96982;테이블매니저 Business Developer 채용;;경력;조회705;;bussiness
96744;사업 기획팀 신입/경력 채용;;신입, 경력;조회635;;bussiness
96289;EAP 영업 사업제휴 매니저;;경력;조회790;;bussiness
95940;인사담당자 (HR/리쿠르팅);;경력;조회860;;bussiness
96063;[신입/경력/뷰티 온라인 MD(일본) 채용;;신입, 경력;조회720;;bussiness
96042;B2B 비즈니스 매니저 (경력);;경력;조회823;;bussiness
95374;[콘텐츠제작실] 보조작가 (인턴 3개월 후 정규직 전환 가능);;인턴;조회1,183;;bussiness
91789;네트워크/통신/보안 솔루션 기술영업, 사업개발, 마케팅;;신입, 경력;조회1,517;;bussiness
95300;Sales Account Executive;;경력;조회742;;bussiness
95298;개념원리 온라인 신사업을 함께 만들어갈 동료를 찾습니다.;;경력;조회1,131;;bussiness
93606;AI 솔루션 세일즈 및 사업 개발;최소 4,500만원 ; 경력;조회1,168;;bussiness
93770;경력직 영업직원;3,400 - 4,200만원 ; 경력;조회902;;bussiness
93355;디지털세일즈(Digital Sales)팀 US, EU MD(ex. Amazon);4,000 - 6,500만원 ; 최대 2.0% ;조회956;;bussiness
93356;디지털세일즈(Digital Sales)팀 국내 온라인 MD;3,500 - 5,000만원 ; 최대 1.0% ;조회886;;bussiness
92422;Looking for cast member for featuring in Korea TV show program;;신입;조회1,238;;bussiness
93027;헬스케어 빅데이터 분석가(Data Scientist);;경력;조회1,550;;bussiness
92718;사업개발팀장;;경력;조회1,072;;bussiness
99778;뷰티브랜드 아트디렉터;3,000 - 4,000만원 ; 경력;조회357;;design
98379;[위시컴퍼니]글로벌뷰티컨텐츠 전문기업_미디어 콘텐츠 디자이너 모집(계약직);;신입, 경력;조회564;;design
101358;앱 UI/UX 디자이너;최대 3.0% ; 인턴, 신입, 경력;조회165;;design
101023;위아오너 디자이너 채용;2,600 - 3,000만원 ; 5.0% - 10.0% ;조회257;;design
101593;비주얼 디자이너 (Visual Designer);;신입, 경력;조회182;;design
101591;UX,UI 디자인 매니저;3,400 - 3,600만원 ; 경력;조회105;;design
101584;UX/UI디자이너 시니어급;3,000 - 5,000만원 ; 경력;조회109;;design
101570;픽셀러 소속의 프리랜서 디자이너 모집합니다.;;경력;조회152;;design
101452;UI/UX Designer - 인공지능 관련 서비스 기획 및 디자인 (신입/경력);;신입, 경력;조회165;;design
99940;마케팅 / 웹 디자이너 채용;;인턴, 신입, 경력;조회349;;design
100497;3D 그래픽 디자이너 - 인턴;;인턴, 신입, 경력;조회291;;design
101564;콘텐츠 디자이너 - 인턴;;인턴, 신입, 경력;조회118;;design
100496;프로덕트 디자이너App - 인턴;;인턴, 신입, 경력;조회292;;design
81723;Contents Designer (인턴/신입/경력);3,000 - 7,000만원 ; 인턴, 신입, 경력;조회2,873;;design
81715;Product Designer (UI/UX) (경력 3년 이상);3,000 - 7,000만원 ; 경력;조회2,787;;design
101655;프로덕트 디자이너 (UX/UI);;경력;조회179;;design
100221;3D 애니메이터;;인턴, 신입;조회178;;design
101540;콘텐츠 디자이너;3,000 - 3,200만원 ; 신입, 경력;조회121;;design
101529;디자이너 (산업 및 시각디자이너);2,400 - 2,600만원 ; 경력;조회152;;design
100311;UI/UX 디자이너, 웹퍼블리셔;3,000 - 4,500만원 ; 신입, 경력;조회335;;design
101507;[뉴트리그램] 콘텐츠 디자이너 인턴/신입/경력;;인턴, 신입, 경력;조회101;;design
94694;BLUEFROG팀에서 Marketing Designer을 찾고있어요!;2,400 - 2,400만원 ; 인턴, 신입;조회733;;design
90310;Product Designer (UX 기획자);;경력;조회2,049;;design
100154;디지털 콘텐츠 비주얼 디자이너;;경력;조회349;;design
101468;UI/UX 디자이너;;인턴, 신입, 경력;조회171;;design
101457;UX/UI 디자이너;2,800 - 3,200만원 ; 신입, 경력;조회144;;design
101455;제품디자이너/ 웹디자이너;최소 2,400만원 ; 신입, 경력;조회127;;design
88540;[소다기프트] 콘텐츠 디자이너 인턴 (6개월);;인턴, 신입, 경력;조회2,283;;design
100805;UX/UI 디자이너 채용;;경력;조회234;;design
101418;UI/UX 디자이너;2,000 - 8,000만원 ; 신입, 경력;조회186;;design
96036;MazM 2D 게임 애니메이션 아티스트 (신입/경력, 유니티);;신입, 경력;조회1,490;;design
98513;UX/UI Designer;;경력;조회515;;design
78906;Product Designer;;경력;조회2,782;;design
54845;Product Designer (프로덕트 디자이너);;경력;조회6,818;;design
94012;Product Designer;;경력;조회1,314;;design
94010;Product Designer (Senior);;경력;조회1,027;;design
91745;웹/콘텐츠 디자이너;2,800 - 3,400만원 ; 신입, 경력;조회1,763;;design
101324;마케팅 디자인, 프로모션 디자인, 컨텐츠 디자인, 영상 디자인;;신입, 경력;조회161;;design
101321;서비스개발팀 UX/UI 디자이너 경력 2년 이상 모집;;경력;조회149;;design
101308;콘텐츠 디자이너 (mmesh팀);3,000 - 4,000만원 ; 경력;조회179;;design
101306;UX/UI 디자인;;신입, 경력;조회155;;design
101295;UXUI 디자이너;;경력;조회261;;design
101291;시각 디자인 인턴(3개월 - 정규직 전환 가능);2,400 - 2,400만원 ; 인턴;조회175;;design
101275;UI/UX 디자이너;;경력;조회151;;design
98876;[티커]컨텐츠 디자이너 채용;2,500 - 4,000만원 ; 신입, 경력;조회443;;design
98855;[티커]UI/UX 디자이너 채용;2,500 - 4,500만원 ; 신입, 경력;조회454;;design
98591;[UX/UI 디자이너] 빌드잇과 함께 성장하실 디자이너를 모십니다.;;신입, 경력;조회1,207;;design
101215;BX 디자이너 경력 및 인턴 채용;;인턴, 경력;조회207;;design
101193;브랜드 디자이너;;경력;조회265;;design
101169;UI/UX 디자이너 채용;;경력;조회159;;design
101152;[국내 원격진료 1위 : 닥터나우] ⭐ UX/UI 리더 (디자인팀) ⭐;3,000 - 6,000만원 ; 경력;조회187;;design
101123;[테크사업부] UI 디자이너;;경력;조회135;;design
101127;[광고사업부 매드잇] 영상 기획/제작자;;경력;조회161;;design
101122;[테크사업부] 프로덕트 디자이너;;경력;조회144;;design
101126;[광고사업부 매드잇] 디지털 광고 디자이너;;경력;조회141;;design
101121;[테크사업부] 프로덕트 오너;;경력;조회158;;design
97248;[스펙터] UX/UI 디자이너 모집;최소 4,000만원 ; 경력;조회606;;design
57401;[숨고] Product Designer;;경력;조회3,866;;design
101095;UX 디자이너 (전문연구요원 가능);;신입, 경력;조회159;;design
101094;SaaS/App 프로덕트 디자이너;3,500 - 4,500만원 ; 경력;조회168;;design
98483;[아하커넥츠] 프로덕트 디자이너를 모십니다♥;3,000 - 6,000만원 ; 경력;조회594;;design
98482;[아하Q&A] 프로덕트 디자이너를 모십니다♥;4,000 - 6,000만원 ; 경력;조회871;;design
97246;[콘텐츠 디자이너] 이벤터스와 함께 행사 시장의 혁신에 도전할 멋진 동료를 찾습니다!;;신입, 경력;조회915;;design
97060;[UX 디자이너] 이벤터스와 함께 행사 시장의 혁신에 도전할 멋진 동료를 찾습니다!;;경력;조회1,065;;design
78444;웹 모바일 디자이너;2,400 - 3,000만원 ; 인턴, 신입, 경력;조회1,096;;design
101056;웹 디자이너;;인턴, 신입, 경력;조회152;;design
99474;UI/UX디자이너;3,800 - 4,000만원 ; 경력;조회378;;design
100819;브랜드 디자이너 (BX Designer);3,000 - 7,000만원 ; 경력;조회212;;design
97245;비주얼 디자이너 (Visual Designer);3,000 - 7,000만원 ; 경력;조회855;;design
97249;프로덕트 디자이너 (Product Designer);3,000 - 7,000만원 ; 경력;조회1,060;;design
100713;[국내최초 옥션커머스] 아트 컨텐츠 디자인;;신입, 경력;조회401;;design
98419;[플랫비] 2021년 Product Team - 디자이너 (UX/UI);;신입, 경력;조회596;;design
96267;UX/UI/GUI 디자이너 신입 채용 모집 공고;;신입;조회843;;design
93475;[도도레이블/카인다미] 2021년도 의류 디자이너 경력직원 채용;;경력;조회1,058;;design
93166;[도도레이블/카인다미] 2021년도 웹디자이너 경력사원 채용;;경력;조회1,129;;design
101005;매니저;;경력;조회175;;design
101002;APP,WEB UI/UX 디자인 및 퍼블리싱 담당자 채용;최소 3,000만원 ; 경력;조회163;;design
99047;프로덕트 디자이너(UI/UX, 3년 이상);3,400 - 3,900만원 ; 경력;조회431;;design
67845;UI/UX Designer;3,000 - 7,000만원 ; 경력;조회1,533;;design
72394;[쿡앱스] 캐주얼 게임 원화 디자이너 [2년차 이상];;경력;조회3,923;;design
100976;UI UX 브랜딩 디자이너;5,000 - 7,000만원 ; 경력;조회204;;design
63924;UX|UI 디자이너, 웹/모바일 서비스 디자인;2,400 - 4,800만원 ; 1.0% - 10.0% ;조회3,985;;design
79537;디지털 광고&웹 디자이너;1.0% - 10.0% ; 인턴, 신입, 경력;조회3,183;;design
97505;컨텐츠 디자이너 신입/경력;;신입, 경력;조회652;;design
97251;[콘텐츠팀] 콘텐츠 디자이너;;신입, 경력;조회755;;design
99716;[올림플래닛] 건축 3D 모델링/CG 신입;;인턴;조회517;;design
96354;[올림플래닛] UX/UI 디자이너 경력 3년 이상;;경력;조회707;;design
100953;UX/UI 디자이너;;인턴, 신입, 경력;조회238;;design
100928;홈트레이닝 기구 리더 [건강한형제들] 웹디자이너를 찾아요!;;인턴, 신입, 경력;조회173;;design
100927;국내 유명기업 웹디자이너사원-대리급;;경력;조회204;;design
100919;그래픽 디자이너 팀장급 모집  - 영상콘텐츠 플랫폼 '서사';;경력;조회165;;design
100914;UI/UX 디자이너;;경력;조회194;;design
99112;브랜드/콘텐츠 디자이너;;경력;조회461;;design
99115;UX/UI 디자이너;;경력;조회437;;design
100477;그래픽 디자이너 / Graphic Designer;2,400 - 3,200만원 ; 최대 1.0% ;조회265;;design
96931;UX/UI 디자이너;3,000 - 5,000만원 ; 0.05% - 0.1% ;조회908;;design
100880;웹디자이너;;경력;조회181;;design
99595;콘텐츠 디자인 경력사원 채용(정규직);;경력;조회383;;design
100862;UIUX 웹 디자이너;;경력;조회182;;design
100859;모바일 콘텐츠 디자이너;2,800 - 3,600만원 ; 경력;조회198;;design
100853;[디자인] 광고소재 및 PB브랜드 디자인;최소 2,700만원 ; 신입, 경력;조회192;;design
99688;그래픽 디자이너 (경력);4,500 - 5,500만원 ; 경력;조회353;;design
100831;[제품/브랜딩 디자이너] 반려동물을 사랑하는 디자이너(프리랜서 가능);최소 2,800만원 ; 경력;조회248;;design
99081;영상 광고 디자인 인턴;3,600 - 3,600만원 ; 인턴;조회525;;design
100280;UX디자인 인턴;3,600 - 3,600만원 ; 인턴;조회621;;design
94285;BX 디자이너 (웹/패키지 디자이너);;신입, 경력;조회1,146;;design
99497;UI/UX 디자이너;2,800 - 5,500만원 ; 경력;조회306;;design
100816;디자이너;;경력;조회196;;design
90952;크리에이티브 리드(5년 이상);;경력;조회1,782;;design
90950;리드 그래픽 디자이너(5년 이상);;경력;조회1,663;;design
100803;BX/UX디자이너;;경력;조회199;;design
98319;한국클라우드 웹디자이너 채용;;신입, 경력;조회759;;design
100798;[경력] UX/UI 디자이너;;경력;조회237;;design
99285;제품/서비스 UX/UI;;경력;조회464;;design
100759;브랜드 디자이너;3,000 - 3,200만원 ; 신입, 경력;조회236;;design
100746;Product UI  Designer;3,000 - 5,000만원 ; 최대 10.0% ;조회232;;design
100741;(신입가능) 캐치잇플레이 영상 제작/편집 디자이너;;신입, 경력;조회243;;design
100733;웹디자인;;신입, 경력;조회201;;design
95006;[문카데미] 콘텐츠 영상 PD 채용;2,800 - 3,500만원 ; 신입, 경력;조회1,222;;design
100717;UI/UX 디자이너;최소 2,400만원 ; 신입, 경력;조회252;;design
90934;UX 기획;최대 10,000만원 ; 신입, 경력;조회1,654;;design
100692;수제맥주 스타트업 - 디자이너 (제품,패키지, 산업디자인);3,200 - 5,000만원 ; 최소 0.01% ;조회282;;design
100690;상세페이지 기획 및 디자인;2,200 - 3,600만원 ; 경력;조회221;;design
99110;UI/UX 및 디지털 콘텐츠 디자이너;3,000 - 3,200만원 ; 경력;조회433;;design
97178;[본사] (주)잇올그룹 영상팀 채용 (경력);;경력;조회697;;design
100619;디자이너, 팝업공간 디자이너;최소 3,000만원 ; 신입, 경력;조회270;;design
